역명,degree,betweenness,closeness,pagerank,환승역,호선수,혼잡도,군집,z_betweenness,z_pagerank,z_혼잡도,BI_매개혼잡,CHI_영향력혼잡
장한평,0.008333333333333333,0.082834105399482,0.08522727272727272,0.0036216942550161666,False,1,41.13717948717948,1,0.5451834134685064,-0.5223301425389597,0.5605119351141703,1.1056953485826768,0.038181792575210594
군자,0.016666666666666666,0.15825832669190412,0.08534850640113797,0.006770592779786709,True,2,52.29871794871794,1,2.18422630296904,2.4848907234877453,1.4904373563564257,3.6746636593254656,3.975328079844171
아차산,0.008333333333333333,0.08490365776715142,0.08132836326668925,0.0036299891523215375,False,1,48.93974358974359,1,0.5901568322795053,-0.5144084556182681,1.2105838526055983,1.8007406848851035,0.6961753969873302
광나루,0.008333333333333333,0.08081544298332996,0.078125,0.003688125035969586,False,1,47.16153846153847,1,0.5013158836113784,-0.4588882662580691,1.0624323985207138,1.5637482821320923,0.6035441322626447
천호,0.016666666666666666,0.09520235604702124,0.07623888182973317,0.007172164595182538,True,2,44.079487179487174,1,0.8139577267068758,2.868394711617867,0.8056507866821667,1.6196085133890425,3.6740454983000337
강동,0.008333333333333333,0.043584669920967094,0.07119549095223969,0.003833439205971971,False,1,32.86581196581197,3,-0.30774561961430774,-0.3201121828997247,-0.12861841667937515,-0.4363640362936829,-0.4487305995790999
길동,0.008333333333333333,0.036227626685262616,0.06707657909446618,0.003970591346674166,False,1,51.86666666666667,3,-0.4676214419509838,-0.1891308965561371,1.45444093240069,0.9868194904497061,1.2653100358445528
굽은다리,0.008333333333333333,0.029300615992561542,0.06340819022457067,0.004043922510762964,False,1,47.72051282051282,3,-0.6181522320183724,-0.11909910447292542,1.1090034396029123,0.4908512075845398,0.9899043351299869
명일,0.008333333333333333,0.022983786610878607,0.0606366851945427,0.004080163948692949,False,1,43.5576923076923,3,-0.7554231790009658,-0.08448826912826966,0.7621773607178204,0.0067541817168546014,0.6776890915895507
고덕,0.008333333333333333,0.017021443514644376,0.0581254541051102,0.004092301295879304,False,1,39.12179487179488,3,-0.8849907885723907,-0.07289701478015542,0.39259983286367506,-0.4923909557087156,0.31970281808351964
상일동,0.008333333333333333,0.012078393770339394,0.05583992554676594,0.004083559629551223,False,1,31.59871794871795,3,-0.992408145981217,-0.08124536934885764,-0.23418656408665345,-1.2265947100678705,-0.31543193343551107
둔촌동,0.008333333333333333,0.008987970711297068,0.054857142857142854,0.004052567297100106,False,1,30.644871794871797,2,-1.0595660941002083,-0.11084327099626896,-0.31365641400673594,-1.3732225081069442,-0.4244996850030049
올림픽공원,0.008333333333333333,0.009011506276150626,0.05436013590033975,0.003986292094275832,False,1,27.80897435897437,0,-1.059054643009795,-0.1741365690385843,-0.5499296774788082,-1.6089843204886032,-0.7240662465173925
방이,0.008333333333333333,0.013624186424918631,0.056338028169014086,0.0038635529803002487,False,1,24.35897435897436,1,-0.9588165434997367,-0.291353310613926,-0.8373669975526556,-1.7961835410523923,-1.1287203081665815
개롱,0.008333333333333333,0.05686889818688982,0.05631159080244017,0.003878847856378303,False,1,15.739743589743588,1,-0.019066207236334475,-0.27674659333694773,-1.5554796333224332,-1.5745458405587678,-1.832226226659381
거여,0.008333333333333333,0.04895397489539749,0.053464023167743374,0.00402301942542818,False,1,9.405128205128202,2,-0.19106531467910556,-0.1390617021522778,-2.0832491608158845,-2.27431447549499,-2.2223108629681625
강일,0.008333333333333333,0.03291492329149233,0.04849464538290564,0.00421278204711818,False,1,27.58461538461539,1,-0.5396097614794347,0.04216297404769087,-0.5686221825003336,-1.1082319439797683,-0.5264592084526427
미사,0.008333333333333333,0.0247907949790795,0.04631416441528367,0.00432419896407344,False,1,20.006410256410263,1,-0.7161551008369926,0.1485669355791716,-1.2000015949702358,-1.9161566958072285,-1.0514346593910642
하남풍산,0.008333333333333333,0.016596931659693167,0.044304965848255495,0.004499251697732819,False,1,13.501282051282049,0,-0.894215850832813,0.3157435623184725,-1.7419774262800465,-2.6361932771128593,-1.426233863961574
하남시청,0.008333333333333333,0.008333333333333333,0.04244782454899186,0.004795367427183199,False,1,8.808974358974359,1,-1.0737920114668957,0.5985362256440682,-2.1329178170159353,-3.206709828482831,-1.5343815913718672
응암,0.004166666666666667,0.0,0.055826936496859735,0.0023764042924925384,False,1,13.464102564102562,2,-1.2548835827392406,-1.7115910634914866,-1.745075041397899,-2.9999586241371397,-3.4566661048893854
역촌,0.008333333333333333,0.008333333333333333,0.059113300492610835,0.004126930630684637,False,1,18.41794871794872,0,-1.0737920114668957,-0.03982574957931467,-1.3323445305226318,-2.4061365419895275,-1.3721702801019464
독바위,0.008333333333333333,0.0,0.05973120955699353,0.003593567304370718,False,1,10.692307692307692,0,-1.2548835827392406,-0.5491915838376626,-1.9760075891495361,-3.2308911718887767,-2.5251991729871985
구산,0.008333333333333333,0.022647107657567916,0.05853658536585366,0.00377831982809798,False,1,18.502564102564104,2,-0.7627395454812891,-0.37275158742837805,-1.3252947857716566,-2.0880343312529455,-1.6980463732000346
새절,0.008333333333333333,0.01945673108853026,0.057183702644746245,0.003927216938149192,False,1,23.34102564102564,1,-0.8320695821817894,-0.23055377040926422,-0.9221775631931739,-1.7542471453749633,-1.152731333602438
증산,0.008333333333333333,0.017783090921166242,0.05660377358490566,0.003999072101746892,False,1,26.371794871794872,1,-0.8684394375000846,-0.1619315694704412,-0.6696685239309764,-1.538107961431061,-0.8316000934014176
디지털미디어시티,0.008333333333333333,0.0201534170153417,0.05685856432125089,0.00401602885756303,False,1,28.09615384615384,0,-0.8169299082814357,-0.14573774502380435,-0.526003271051258,-1.3429331793326937,-0.6717410160750623
월드컵경기장,0.008333333333333333,0.02662067476921032,0.059790732436472344,0.003988073827492914,False,1,28.40641025641026,1,-0.6763900040648768,-0.17243500092962324,-0.5001542069643485,-1.1765442110292255,-0.6725892078939718
마포구청,0.008333333333333333,0.03383824799096764,0.06304176516942474,0.0039007194843107365,False,1,30.3025641025641,1,-0.5195450030047287,-0.2558590304717138,-0.34217583595386253,-0.8617208389585913,-0.5980348664255764
망원,0.008333333333333333,0.04105582121272496,0.06666666666666667,0.0037281916099527255,False,1,33.80641025641027,0,-0.36270000194458063,-0.4206243983167926,-0.050252314674849016,-0.41295231661942966,-0.47087671299164163
상수,0.008333333333333333,0.020376901109118672,0.07104795737122557,0.003642790881466788,False,1,24.44102564102564,0,-0.812073377997862,-0.5021827116941685,-0.8305308814304984,-1.6426042594283603,-1.3327135931246668
광흥창,0.008333333333333333,0.024874809058909472,0.07386888273314866,0.0036997100690452957,False,1,25.128205128205124,0,-0.7143293918299435,-0.44782447588031377,-0.7732784089074284,-1.4876078007373719,-1.221102884787742
대흥,0.008333333333333333,0.030070067078435278,0.07741935483870968,0.00360064295909015,False,1,25.77435897435898,0,-0.601431299279402,-0.5424342824048937,-0.7194439944454363,-1.3208752937248383,-1.26187827685033
효창공원앞,0.008333333333333333,0.04939479976090854,0.08168822328114364,0.003427916232380027,False,1,31.570512820512818,0,-0.1814857545729476,-0.7073895556844682,-0.23653647900364558,-0.4180222335765932,-0.9439260346881138
녹사평,0.008333333333333333,0.017667364016736416,0.08264462809917356,0.003604200523926709,False,1,27.29871794871795,0,-0.8709542975354865,-0.5390367822553699,-0.5924417746134768,-1.4633960721489632,-1.1314785568688466
이태원,0.008333333333333333,0.01823279869827988,0.08313127814340146,0.003721074315164765,False,1,26.610256410256408,0,-0.8586668429435763,-0.42742146631617434,-0.6498010614509561,-1.5084679043945324,-1.0772225277671303
한강진,0.008333333333333333,0.020946652719665265,0.08577555396711938,0.0036872219296142064,False,1,26.29871794871795,0,-0.7996921122712022,-0.4597507393593057,-0.6757569398522729,-1.475449052123475,-1.1355076792115786
버티고개,0.008333333333333333,0.025252789400278933,0.08958566629339305,0.0034901581088912135,False,1,26.48076923076923,0,-0.7061155053585051,-0.6479481134427763,-0.6605893072062359,-1.366704812564741,-1.3085374206490121
창신,0.008333333333333333,0.0710822208939364,0.08695652173913043,0.003630335082112749,False,1,38.35384615384616,0,0.28980334580606126,-0.514078090165673,0.3286180585328558,0.6184214043389171,-0.18546003163281716
보문,0.008333333333333333,0.06449226273494058,0.08138351983723296,0.0038551110706261885,False,1,36.719230769230776,3,0.1465970404902737,-0.2994153954100044,0.19242980766174658,0.3390268481520203,-0.10698558774825781
안암,0.008333333333333333,0.05797203958291826,0.07653061224489796,0.003974136415117808,False,1,33.37435897435897,0,0.004906145812748549,-0.18574533055223105,-0.08624873863058657,-0.08134259281783802,-0.27199406918281765
고려대,0.008333333333333333,0.05152155143786945,0.07226738934056007,0.0040336857209683896,False,1,29.803846153846152,1,-0.13526933822651416,-0.12887531276582914,-0.38372660425885197,-0.5189959424853661,-0.5126019170246812
월곡,0.008333333333333333,0.04540230457594479,0.0684931506849315,0.004049517400802035,False,1,26.88589743589743,1,-0.26824662173403047,-0.11375594401974957,-0.626835983853083,-0.8950826055871135,-0.7405919278728326
상월곡,0.008333333333333333,0.0407620209869164,0.06569942513003012,0.004033446190556287,False,1,24.67692307692308,1,-0.3690845712884017,-0.12910406604182564,-0.8108770475792946,-1.1799616188676962,-0.9399811136211202
돌곶이,0.008333333333333333,0.03794647008036127,0.06449879064767536,0.0039725959783947435,False,1,22.855128205128207,2,-0.430269275808243,-0.18721645876419227,-0.9626601883540761,-1.392929464162319,-1.1498766471182684
석계,0.008333333333333333,0.03594739988045425,0.06350886477904208,0.0038535963811199784,False,1,21.59358974358974,2,-0.4737110474384289,-0.30086193484364926,-1.0677654737322502,-1.5414765211706791,-1.3686274085758994
태릉입구,0.016666666666666666,0.0795434017400544,0.06307490144546649,0.007251088769009258,True,2,34.51666666666667,1,0.47367316991521874,2.9437678684530586,0.008922815507577612,0.48259598542279636,2.952690683960636
화랑대,0.008333333333333333,0.016596931659693167,0.0594059405940594,0.004086311272302397,False,1,9.367948717948716,2,-0.894215850832813,-0.07861753061982638,-2.086346775933737,-2.98056262676655,-2.1649643065535633
도봉산,0.008333333333333333,0.008333333333333333,0.050261780104712044,0.004689571198068114,False,1,5.3910256410256405,2,-1.0737920114668957,0.4975000616524045,-2.4176847792295644,-3.49147679069646,-1.9201847175771598
수락산,0.008333333333333333,0.016596931659693167,0.052886734244160426,0.004338403099457436,False,1,12.2525641025641,1,-0.894215850832813,0.16213198760438208,-1.8460145685141327,-2.7402304193469456,-1.6838825809097506
마들,0.008333333333333333,0.0247907949790795,0.05577504066930049,0.004054767507972572,False,1,16.456410256410255,1,-0.7161551008369926,-0.10874205369971568,-1.4957704315679627,-2.2119255324049556,-1.6045124852676784
중계,0.008333333333333333,0.03200662482566249,0.05808325266214908,0.003862274515520896,False,1,27.048717948717947,1,-0.559347985042801,-0.2925742537248919,-0.6132705659231762,-1.1726185509659772,-0.9058448196480681
하계,0.008333333333333333,0.03189795443979545,0.05806919912896201,0.0038841595866934047,False,1,30.474358974358974,1,-0.5617094999540931,-0.27167385246815623,-0.3278627178230949,-0.8895722177771881,-0.5995365702912512
공릉,0.008333333333333333,0.03599953509995351,0.059880239520958084,0.003815826325529477,False,1,33.54871794871794,1,-0.47257809758029895,-0.3369326111100497,-0.07172199187100166,-0.5443000894513006,-0.40865460298105133
먹골,0.008333333333333333,0.054901955900909884,0.06248372819578235,0.003850911891685474,False,1,35.37435897435898,1,-0.061809807536749375,-0.30342564166956487,0.08038159184700627,0.018571784310256897,-0.2230440498225586
중화,0.008333333333333333,0.05533472803347282,0.06216006216006216,0.003965763564456964,False,1,36.79871794871795,1,-0.05240524127810466,-0.19374146349120805,0.19905229515508632,0.14664705387698165,0.005310831663878274
상봉,0.008333333333333333,0.059350136149299355,0.0645682001614205,0.0040210816122778536,False,1,40.81153846153848,1,0.034853546521265696,-0.1409123277263574,0.5333810992543596,0.5682346457756253,0.3924687715280022
면목,0.008333333333333333,0.06548681676296741,0.06779661016949153,0.00402579487411431,False,1,44.62307692307694,1,0.1682096826883481,-0.1364111285831837,0.8509400559914626,1.0191497386798107,0.7145289274082789
사가정,0.008333333333333333,0.07172809988709572,0.07140731925022314,0.003992101539222209,False,1,47.00641025641024,1,0.30383893481282387,-0.16858850709713052,1.0495078664772577,1.3533468012900816,0.8809193593801272
용마산,0.008333333333333333,0.07803911801819745,0.07547169811320754,0.0038978648049099156,False,1,48.72051282051283,1,0.4409835975755602,-0.25858526994638553,1.192318604841709,1.6333022024172692,0.9337333348953234
중곡,0.008333333333333333,0.08441987115627275,0.08008008008008008,0.0037195823645462473,False,1,50.614102564102566,1,0.5796436709765606,-0.42884628994761054,1.3500833472233775,1.9297270181999382,0.921237057275767
어린이대공원,0.008333333333333333,0.05131566713156673,0.08339124391938846,0.0035026255998724092,False,1,53.67692307692308,1,-0.13974340772995525,-0.6360415693827756,1.605262744345793,1.4655193366158377,0.9692211749630174
자양,0.008333333333333333,0.04616457461645747,0.08365284071104914,0.003711467790139306,False,1,47.12179487179487,1,-0.25168174020959744,-0.4365957671960901,1.059121154774043,0.8074394145644455,0.6225253875779528
청담,0.008333333333333333,0.0416259879125988,0.07994670219853431,0.0038773209640961532,False,1,46.210256410256406,1,-0.3503097159165022,-0.2782047865098732,0.9831761772294478,0.6328664613129457,0.7049713907195747
강남구청,0.008333333333333333,0.03811018131101813,0.0774693350548741,0.003949669516584043,False,1,45.493589743589745,0,-0.4267116689288934,-0.20911139561241168,0.9234669754749777,0.4967553065460843,0.714355579862566
학동,0.008333333333333333,0.03697698744769874,0.07609384908053266,0.003949597846863766,False,1,45.657692307692315,0,-0.45133709180065573,-0.20917984071363838,0.9371392077192935,0.48580211591863776,0.7279593670056551
논현,0.008333333333333333,0.03856927010692699,0.07761966364812418,0.003880270219414394,False,1,44.17820512820512,0,-0.4167352155603336,-0.2753882263500311,0.8138754888916375,0.3971402733313039,0.5384872625416064
반포,0.008333333333333333,0.042404695490469546,0.08040201005025126,0.003715396004245367,False,1,42.54230769230771,1,-0.3333876304559067,-0.43284429431341687,0.6775804237061217,0.344192793250215,0.24473612939270484
내방,0.008333333333333333,0.04977510460251047,0.08008008008008008,0.003728737042010057,False,1,47.16923076923077,1,-0.1732213544135667,-0.42010350675712355,1.0630732844071658,0.8898519299935991,0.6429697776500423
이수,0.008333333333333333,0.04398709902370991,0.0758773316471704,0.003910768389816591,False,1,44.934615384615384,1,-0.29900043738933774,-0.2462622530334388,0.8768959343927787,0.5778954970034409,0.6306336813593398
남성,0.008333333333333333,0.03878602975360298,0.07235453723243895,0.004009743766241312,False,1,42.04230769230768,2,-0.41202481415973446,-0.1517400526938902,0.6359228410867213,0.2238980269269868,0.484182788392831
숭실대입구,0.008333333333333333,0.03446827057182705,0.06984866123399301,0.004058206742545804,False,1,39.56794871794872,2,-0.505853989512142,-0.1054575598075098,0.42977121427790616,-0.07608277523423584,0.32431365447039634
상도,0.008333333333333333,0.030911785216178527,0.06783493499152063,0.004075622818349511,False,1,37.04615384615384,2,-0.5831399320635192,-0.08882508145064534,0.2196674578359675,-0.3634724742275517,0.13084237638532215
장승배기,0.008333333333333333,0.02813400743840075,0.06631666206134292,0.00406601645624325,False,1,35.935897435897445,2,-0.6435037891543008,-0.0979992267415482,0.12716626155802313,-0.5163375275962777,0.029167034816474924
신대방삼거리,0.008333333333333333,0.02657078103207811,0.06535947712418301,0.004027657637139327,False,1,34.62692307692307,2,-0.6774742442953474,-0.1346321764215851,0.01810884654672586,-0.6593653977486216,-0.11652332987485924
보라매,0.008333333333333333,0.026539981403998148,0.065323897659227,0.003946042219420301,False,1,33.21666666666666,1,-0.6781435506605799,-0.21257549063874487,-0.0993868993028583,-0.7775304499634381,-0.3119623899416032
신풍,0.008333333333333333,0.027877731287773135,0.06607929515418502,0.0037924165180480626,False,1,32.643589743589736,2,-0.6490729232499147,-0.35928914656966965,-0.14713289784355318,-0.7962058210934679,-0.5064220444132228
남구로,0.008333333333333333,0.04096931659693166,0.064034151547492,0.003837766940688311,False,1,39.921794871794866,1,-0.36457983276013894,-0.3159791649446434,0.4592519650547105,0.09467213229457155,0.1432728001100671
가산디지털단지,0.008333333333333333,0.03291492329149233,0.06031666247800955,0.0040536379700140315,False,1,42.63974358974359,0,-0.5396097614794347,-0.10982077061967091,0.6856983116011824,0.1460885501217477,0.5758775409815116
철산,0.008333333333333333,0.0247907949790795,0.05698005698005698,0.004233696720326454,False,1,41.13076923076923,2,-0.7161551008369926,0.06213663823003698,0.5599778635421274,-0.1561772372948652,0.6221145017721644
광명사거리,0.008333333333333333,0.016596931659693167,0.05396896784348999,0.004445670182573324,False,1,36.28974358974359,2,-0.894215850832813,0.2645728278049811,0.15664701233482692,-0.737568838497986,0.421219840139808
천왕,0.008333333333333333,0.008333333333333333,0.05123825789923143,0.004759759725584557,False,1,32.42307692307693,2,-1.0737920114668957,0.5645306130794369,-0.16550495992185088,-1.2392969713887467,0.399025653157586
온수,0.004166666666666667,0.0,0.04875076173065204,0.0026458635405667793,False,1,29.502564102564097,2,-1.2548835827392406,-1.4542555326770183,-0.4088279681448998,-1.6637115508841405,-1.8630835008219182
암사역사공원,0.004166666666666667,0.0,0.06622516556291391,0.002402711850335956,False,1,21.27307692307693,2,-1.2548835827392406,-1.6864671554777488,-1.0944690523344276,-2.349352635073668,-2.7809362078121764
암사,0.008333333333333333,0.008333333333333333,0.07090103397341212,0.004187969283270411,False,1,27.33717948717949,1,-1.0737920114668957,0.018466605111114625,-0.5892373451812153,-1.663029356648111,-0.5707707400701006
강동구청,0.008333333333333333,0.041977983662084044,0.07441860465116279,0.003697766012608818,False,1,50.65128205128205,1,-0.34266050031384576,-0.4496810638378236,1.35318096234123,1.0105204620273844,0.9034998985034065
몽촌토성,0.008333333333333333,0.04196652719665268,0.07350689127105667,0.003651907597298918,False,1,52.610256410256426,1,-0.342909460632989,-0.4934761821364987,1.5163932347577447,1.1734837741247557,1.022917052621246
석촌,0.008333333333333333,0.15917480241748017,0.07310386841303686,0.0036229541358796507,False,1,58.54743589743593,1,2.204142226470343,-0.5211269472020591,2.011050324784496,4.215192551254839,1.489923377582437
송파,0.008333333333333333,0.15321245932124583,0.06948465547191662,0.003630473703621323,False,1,58.34615384615383,1,2.0745746168989156,-0.5139457056223844,1.9942804774223242,4.06885509432124,1.4803347717999398
문정,0.008333333333333333,0.07248953974895397,0.062434963579604576,0.003767118871005061,False,1,48.184615384615384,0,0.3203857757344209,-0.3834485824646822,1.147670221418866,1.468055997153287,0.7642216389541838
장지,0.008333333333333333,0.06471408647140865,0.059011556429800834,0.003944105875187949,False,1,40.573076923076925,2,0.1514174895681745,-0.2144247133855349,0.5135136367743374,0.6649311263425118,0.29908892338880244
복정,0.008333333333333333,0.05686889818688982,0.05591798695246971,0.004048425441426934,False,1,31.041025641025644,2,-0.019066207236334475,-0.11479877312072752,-0.2806507908544435,-0.29971699809077795,-0.395449563975171
산성,0.008333333333333333,0.04895397489539749,0.05310909493250719,0.004117788065142884,False,1,19.362820512820512,2,-0.19106531467910556,-0.04855696579663654,-1.2536223808034104,-1.4446876954825159,-1.3021793466000469
남한산성입구,0.008333333333333333,0.04096931659693166,0.05054759898904802,0.004174811005595131,False,1,16.179487179487182,2,-0.36457983276013894,0.005900354762046896,-1.5188423234802444,-1.8834221562403832,-1.5129419687181975
단대오거리,0.008333333333333333,0.03291492329149233,0.04820245029122314,0.004242523248277767,False,1,12.01923076923077,2,-0.5396097614794347,0.07056603626269989,-1.8654547737365181,-2.4050645352159528,-1.7948887374738183
신흥,0.008333333333333333,0.0247907949790795,0.04604758250191865,0.0043408130519758175,False,1,9.173076923076923,2,-0.7161551008369926,0.16443350968977224,-2.102582551723861,-2.818737652560854,-1.938149042034089
수진,0.008333333333333333,0.016596931659693167,0.04406095098219203,0.004509374656701363,False,1,8.25769230769231,2,-0.894215850832813,0.3254110613492187,-2.178847972211682,-3.073063823044495,-1.8534369108624633
남위례,0.004166666666666667,0.0,0.04052000675333446,0.002663925391901258,False,1,22.556410256410256,2,-1.2548835827392406,-1.4370063340175998,-0.9875479236113063,-2.242431506350547,-2.4245542576289063
