호선,역명_표준,5시30분,6시00분,6시30분,7시00분,7시30분,8시00분,8시30분,9시00분,9시30분,10시00분,10시30분,11시00분,11시30분,12시00분,12시30분,13시00분,13시30분,14시00분,14시30분,15시00분,15시30분,16시00분,16시30분,17시00분,17시30분,18시00분,18시30분,19시00분,19시30분,20시00분,20시30분,21시00분,21시30분,22시00분,22시30분,23시00분,23시30분,00시00분,00시30분,아침첨두_평균,저녁첨두_평균,낮시간_평균,전체_평균,최대혼잡도,최대혼잡시간,첨두_집중도
2호선,강남,25.349999999999998,20.95,16.8,13.549999999999999,15.825,22.425,27.775,32.5,34.325,38.7,38.975,43.1,51.125,46.075,49.05,54.525,51.3,46.675,51.75,50.375,48.0,59.3,54.449999999999996,52.225,49.275,48.1,44.2,41.75,33.025,41.0,40.0,38.925,40.724999999999994,43.15,35.125,33.175,22.1,0.0,0.0,24.63125,41.768750000000004,50.2375,37.324999999999996,59.3,16시00분,1.3217217950391285
2호선,강변,13.2,15.049999999999999,9.425,9.025,10.775,17.7,19.725,25.8,29.35,32.425,33.8,37.525,39.6,39.975,41.9,41.05,41.4,39.55,36.925,39.3,42.525,42.225,43.675,41.95,39.6,38.45,35.3,33.475,30.175,28.625,30.325,30.95,29.35,28.775,21.725,21.6,15.375,0.0,0.0,18.5,34.35,41.08125,28.91282051282051,43.675,16시30분,1.2864749420605524
2호선,건대입구,18.049999999999997,16.85,10.325,10.075,12.525,18.15,21.925,28.975,28.175,34.15,36.675,39.5,40.85,43.05,44.4,44.45,45.55,44.275,41.425,43.5,47.1,44.65,49.150000000000006,43.825,45.625,37.15,37.95,34.425,31.425,30.3,29.725,32.15,31.775,29.025,24.0,28.975,22.075,0.0,0.0,20.393749999999997,35.2375,44.3625,31.33846153846154,49.150000000000006,16시30분,1.2540151872862173
2호선,교대,27.05,21.525,16.700000000000003,15.3,19.225,25.325,33.175,41.7,40.3,42.175,45.65,41.575,53.375,49.825,52.525,54.875,52.925000000000004,50.475,52.175,51.349999999999994,48.875,62.475,54.85,52.425,52.0,51.175,46.5,44.675,35.6,42.875,43.1,40.175,41.925,42.475,37.15,31.725,22.6,0.0,0.0,29.85625,44.4875,52.5375,39.43141025641024,62.475,16시00분,1.4150606440150246
2호선,구로디지털단지,32.4,19.65,14.45,14.15,17.475,26.9,28.099999999999998,34.975,36.625,35.3,37.975,38.375,42.95,42.3,42.275,45.4,44.3,40.375,44.65,39.9,39.675,51.3,50.949999999999996,43.875,41.7,40.25,41.1,34.45,35.775,33.55,31.675,34.8,29.599999999999998,39.75,32.8,24.375,37.375,0.0,0.0,26.862499999999997,37.89375,43.568749999999994,33.8852564102564,51.3,16시00분,1.486300353204984
2호선,구의,15.375,16.425,10.174999999999999,9.8,11.825000000000001,18.625,20.375,26.675,29.75,33.0,34.975,37.35,40.15,40.775,43.05,42.525,43.225,41.5,38.575,41.4,44.95,42.85,47.900000000000006,42.625,42.35,38.475,37.2,33.4,30.950000000000003,29.775,30.725,31.225,29.75,29.4,21.875,22.175,16.575,0.0,0.0,19.375,35.00625000000001,42.39375,29.942307692307697,47.900000000000006,16시30분,1.2827657076157288
2호선,까치산,3.0999999999999996,2.9,3.225,3.2750000000000004,3.8499999999999996,4.775,5.95,6.25,6.95,7.1,7.075,6.4,6.8,6.65,6.475,6.725,6.7,6.925000000000001,6.475,6.050000000000001,6.9,7.2,7.275,6.675000000000001,5.9,5.824999999999999,5.175000000000001,5.1,3.9250000000000003,4.175000000000001,4.1,3.725,3.8,4.175000000000001,3.6500000000000004,2.9,1.1,0.0,0.0,5.20625,5.0062500000000005,6.6375,5.006410256410258,7.275,16시30분,1.5386061712081098
2호선,낙성대,28.849999999999998,21.65,19.1,17.6,21.825,30.425,36.675,45.025,44.125,46.875,40.9,43.15,53.525000000000006,48.25,45.900000000000006,57.1,50.125,45.325,50.724999999999994,47.125,45.575,61.35,57.449999999999996,46.725,50.7,47.25,47.25,42.6,37.375,38.6,40.225,40.5,41.45,42.675000000000004,35.95,36.775,30.3,0.0,0.0,33.4875,43.61875,50.34375,39.41089743589743,61.35,16시00분,1.5315952520105225
2호선,당산,20.625,17.625,10.7,12.275,16.325,23.425,27.525,31.875,34.975,38.699999999999996,39.075,42.875,44.825,49.5,55.675,51.975,53.1,52.65,51.95,50.925,54.1,57.824999999999996,60.875,57.775,57.325,46.95,50.349999999999994,43.425,45.05,41.599999999999994,46.275,50.075,41.8,50.05,42.5,37.775,30.45,0.0,0.0,24.7875,46.443749999999994,52.5625,39.50769230769231,60.875,16시30분,1.355172388010989
2호선,대림,35.1,20.7,14.675,14.5,17.525,27.575,28.9,35.925,38.4,36.875,40.0,39.45,43.3,43.575,45.75,44.1,49.625,43.85,46.0,43.375,44.75,52.075,53.525,45.6,43.675,44.225,43.65,36.15,38.575,34.875,34.6,35.975,31.7,36.6,37.975,25.525,43.699999999999996,0.0,0.0,27.48125,40.650000000000006,45.7625,35.70192307692308,53.525,16시30분,1.4888008415449148
2호선,도림천,9.55,8.3,9.275,7.325,10.325,14.025,15.875,17.625,19.325,19.924999999999997,19.75,19.75,19.7,24.225,20.775,20.2,21.975,20.225,20.75,21.325,24.25,24.25,24.775,22.75,24.875,20.775,20.775,18.425,15.475000000000001,15.6,16.425,13.925,15.450000000000001,14.075,15.45,13.05,8.15,0.0,0.0,14.4625,18.862499999999997,21.793750000000003,16.633333333333333,24.875,17시30분,1.5291080456962176
