호선,역명_표준,5시30분,6시00분,6시30분,7시00분,7시30분,8시00분,8시30분,9시00분,9시30분,10시00분,10시30분,11시00분,11시30분,12시00분,12시30분,13시00분,13시30분,14시00분,14시30분,15시00분,15시30분,16시00분,16시30분,17시00분,17시30분,18시00분,18시30분,19시00분,19시30분,20시00분,20시30분,21시00분,21시30분,22시00분,22시30분,23시00분,23시30분,00시00분,00시30분,아침첨두_평균,저녁첨두_평균,낮시간_평균,전체_평균,최대혼잡도,최대혼잡시간,첨두_집중도
2호선,동대문역사문화공원,15.625,13.275,10.975,10.825,13.775,21.725,25.65,33.5,39.525,37.65,43.3,43.675,45.55,50.075,56.3,50.2,55.6,55.025,54.875,51.575,59.925,53.45,65.525,57.775000000000006,54.725,50.875,46.425,45.3,42.775,41.45,38.15,42.45,40.75,41.15,39.45,35.9,27.175,0.0,0.0,23.6625,46.34375,53.043749999999996,38.76794871794873,65.525,16시30분,1.3197831729509477
2호선,뚝섬,10.475,13.2,9.275,8.075000000000001,9.675,15.625,18.825,26.025,29.700000000000003,28.725,33.75,38.05,37.425,40.75,45.075,45.2,46.325,44.85,47.425,46.95,51.5,48.575,52.175,53.825,46.2,51.2,41.85,39.45,36.525000000000006,39.5,35.55,36.25,34.125,33.15,29.85,30.599999999999998,16.575,0.0,0.0,17.5375,42.25625,44.337500000000006,32.62307692307693,53.825,17시00분,1.348604424051775
2호선,문래,21.075,19.725,12.0,13.3,16.75,24.65,26.95,34.25,32.775,37.925,36.575,40.6,42.4,47.35,49.85,48.375,50.7,48.55,49.175,47.8,49.325,58.475,55.1,53.825,56.4,44.675,48.400000000000006,41.3,43.55,42.525,43.175,49.275,41.5,46.325,44.025,41.1,29.450000000000003,0.0,0.0,25.65,44.48125,49.068749999999994,38.184615384615384,58.475,16시00분,1.4292446530786977
2호선,방배,27.974999999999998,23.8,18.45,17.35,21.4,28.049999999999997,35.324999999999996,43.5,44.65,45.05,44.575,42.775,53.325,49.85,50.925,55.825,53.8,47.625,53.449999999999996,50.525,47.625,62.225,54.625,53.525,51.125,49.175,46.225,42.45,38.125,40.0,41.2,38.8,44.025,42.125,37.5,31.375,28.725,0.0,0.0,32.068749999999994,43.993750000000006,52.60000000000001,39.925,62.225,16시00분,1.4460551055883057
2호선,봉천,26.25,19.65,16.5,16.5,19.675,28.275000000000002,32.075,39.55,39.325,42.1,36.825,38.55,46.625,43.325,40.275,51.300000000000004,44.525,39.025,43.625,42.775,40.875,52.075,53.7,41.325,43.05,44.1,40.7,35.25,36.15,34.35,34.9,36.075,36.324999999999996,38.325,35.525,29.825000000000003,27.9,0.0,0.0,29.89375,39.050000000000004,44.85625,35.05641025641027,53.7,16시30분,1.5369931383699456
2호선,사당,27.4,22.35,18.4,17.45,21.375,30.075000000000003,36.1,44.550000000000004,43.325,44.9,44.5,40.925,52.2,47.275000000000006,45.800000000000004,55.725,52.375,45.375,55.3,46.4,47.575,63.224999999999994,55.125,50.675,52.975,47.65,50.9,42.325,38.975,41.5,42.15,40.825,46.675,46.825,37.825,33.875,34.775,0.0,0.0,33.025000000000006,44.9625,50.29375,40.14551282051283,63.224999999999994,16시00분,1.550639959226744
2호선,삼성,10.25,16.6,14.45,10.6,11.225,15.95,21.0,27.65,26.549999999999997,27.6,29.475,31.6,37.65,35.05,41.975,41.425,40.45,37.725,38.075,40.275,39.275,46.25,46.525,42.0,41.075,38.775,39.0,35.574999999999996,30.175,30.3,36.55,30.0,32.725,32.975,22.65,24.85,12.05,0.0,0.0,18.956249999999997,35.88125,39.725,29.136538461538457,46.525,16시30분,1.3804279073523498
2호선,상왕십리,13.9,15.7,11.35,11.425,14.375,21.7,25.85,36.4,39.875,38.45,45.825,47.425,48.4,52.6,59.35,56.85,59.325,58.125,60.85,57.4,63.025,57.975,67.325,62.775,57.375,55.7,50.925,46.475,44.875,42.9,45.15,46.275,42.175,43.85,40.525,37.875,27.325,0.0,0.0,24.58125,49.49375,57.03125,41.22307692307693,67.325,16시30분,1.2988492922941495
2호선,서울대입구,25.325000000000003,20.725,17.9,17.825000000000003,21.125,30.200000000000003,34.05,42.5,40.925,45.7,38.8,41.375,49.574999999999996,45.825,42.675,54.775,45.9,41.95,47.8,44.525,42.025000000000006,55.325,56.675,43.4,45.65,46.325,42.75,36.75,36.65,36.2,37.375,38.175,37.975,40.025,35.25,31.35,32.775,0.0,0.0,31.96875,40.61875,47.29375,37.02948717948718,56.675,16시30분,1.5348222220732715
2호선,서초,27.225,22.5,17.85,16.65,20.9,28.6,35.725,44.449999999999996,41.575,43.474999999999994,46.375,42.875,54.8,50.325,51.75,56.300000000000004,54.175,48.525,53.25,51.525,48.375,63.825,54.675000000000004,53.775,50.85,50.45,47.125,43.7,38.175,42.775,41.925,41.6,42.0,43.574999999999996,38.25,31.875,22.775,0.0,0.0,32.418749999999996,44.8625,53.1375,40.11730769230769,63.825,16시00분,1.4543636517645042
2호선,선릉,16.1,19.375,15.65,11.425,13.55,18.175,24.675,31.099999999999998,30.5,33.575,33.849999999999994,37.3,44.025,39.875,44.725,48.4,44.974999999999994,40.775,45.0,44.625,41.425,48.625,48.35,44.525,43.8,40.85,41.050000000000004,36.975,31.575,32.175,34.15,31.85,33.125,36.15,25.1,25.55,12.875,0.0,0.0,21.875,37.6125,44.49375,31.944230769230764,48.625,16시00분,1.336985501626959
2호선,성수,2.5833333333333335,4.2250000000000005,3.4000000000000004,3.358333333333333,3.858333333333334,6.25,6.825,9.166666666666666,10.941666666666668,11.375,11.841666666666667,12.633333333333333,13.533333333333333,13.558333333333332,15.833333333333334,15.858333333333333,15.466666666666667,16.683333333333334,15.741666666666667,16.466666666666665,19.599999999999998,18.933333333333334,18.741666666666667,21.166666666666668,19.191666666666666,21.375,18.133333333333333,17.583333333333332,15.924999999999999,17.358333333333334,16.191666666666666,16.675,15.958333333333334,15.225,13.608333333333333,12.883333333333333,11.225,0.0,0.0,6.525,18.254166666666666,15.179166666666667,12.80448717948718,21.375,18시00분,1.6324456788946027
2호선,시청,11.55,11.925,8.075,8.925,11.825000000000001,17.1,21.675,26.725,33.425,32.6,37.95,38.6,41.025,45.75,55.15,45.875,51.075,55.175,48.3,49.275,57.75,53.925,60.1,56.574999999999996,56.85,50.7,48.575,47.0,43.075,43.55,44.3,46.15,41.85,45.225,40.9,49.225,21.375,0.0,0.0,19.331250000000004,47.337500000000006,49.462500000000006,37.41346153846153,60.1,16시30분,1.3478645165961183
2호선,신답,3.9000000000000004,6.075,4.725,5.525,4.75,7.95,9.45,12.375,16.675,18.9,19.3,18.65,16.35,16.05,17.675,16.3,18.45,16.375,18.2,17.1,18.725,18.4,19.05,17.325,14.675,17.175,11.2,11.5,9.65,9.05,9.1,10.075,8.725,7.975,6.775,4.8,2.85,0.0,0.0,8.63125,12.38125,17.118750000000002,11.841666666666669,19.3,10시30분,1.2274552039456614
2호선,신당,13.75,15.8,10.95,11.825,14.55,21.975,26.275,36.75,41.275,40.0,45.675,47.7,48.325,52.55,59.8,55.55,58.825,58.625,58.975,56.525,62.625,57.949999999999996,68.175,62.6,58.35,55.25,48.325,48.550000000000004,45.35,43.1,44.675,46.65,43.0,43.75,40.5,37.65,26.9,0.0,0.0,24.887500000000003,49.36875,56.68124999999999,41.258974358974356,68.175,16시30분,1.3100672389887797
2호선,신대방,27.325,18.275,13.95,13.7,16.675,25.9,27.225,33.4,36.55,35.724999999999994,35.525,35.775,40.55,40.975,38.825,43.625,42.175,37.15,43.15,37.6,37.85,48.15,49.6,41.525,39.55,38.65,39.85,32.425,33.2,31.925,30.9,30.675,30.425,36.9,32.875,24.15,35.025,0.0,0.0,25.800000000000004,36.03125,41.400000000000006,32.25000000000001,49.6,16시30분,1.4935084180311977
2호선,신도림,8.5875,10.2375,7.2875,8.325,10.725,17.05,17.1375,21.7625,19.5875,22.6625,23.375,25.087500000000002,28.1375,28.2625,30.075,27.275,32.3125,28.6625,28.85,27.1125,31.925,30.975,33.7375,30.7875,30.900000000000002,27.0875,28.5,21.375,25.4,23.175,22.9125,24.287499999999998,21.9875,21.5875,21.3625,20.975,12.387500000000001,0.0,0.0,16.66875,25.590625000000003,29.48125,21.84294871794872,33.7375,16시30분,1.4334322176491088
2호선,신림,28.4,19.450000000000003,15.85,16.15,19.275000000000002,29.125,31.2,38.075,38.175,39.9,37.55,38.2,44.45,43.975,40.875,49.125,42.6,38.425,44.45,40.675,38.3,50.025,50.65,41.325,38.425,40.625,38.0,30.375,33.275,31.325,30.2,30.675,31.875,33.9,31.65,25.15,25.375,0.0,0.0,29.418750000000003,35.56875,44.14375,33.25833333333334,50.65,16시30분,1.4721789274318808
2호선,신설동,2.225,4.0,2.175,2.3499999999999996,2.95,4.075,4.2,6.550000000000001,7.375,9.075,8.95,9.149999999999999,7.525,7.525,8.475,8.7,9.25,7.7749999999999995,9.925,7.75,9.85,8.525,9.9,7.95,6.65,6.9,4.7,3.825,3.1500000000000004,2.45,1.975,2.1,1.925,1.425,1.45,1.175,0.675,0.0,0.0,4.4437500000000005,4.643750000000001,8.4875,5.246794871794871,9.925,14시30분,1.0706920682542485
2호선,신정네거리,8.4,6.949999999999999,7.825,5.65,8.15,10.75,12.15,14.425,15.975000000000001,15.825,15.575,15.85,15.549999999999999,16.2,16.225,16.35,15.475,15.425,14.825000000000001,15.425,17.275,17.375,16.25,14.925,15.65,12.775,12.5,12.45,9.125,9.775,9.975,9.05,8.95,9.1,8.049999999999999,7.325,4.375,0.0,0.0,11.368749999999999,11.712499999999999,16.0625,11.741666666666665,17.375,16시00분,1.4369648910838975
2호선,신촌,15.3,11.775,8.55,9.625,11.55,17.425,20.6,26.075,26.925,33.075,35.075,38.45,38.85,45.925,51.1,46.599999999999994,49.225,53.525,46.1,50.6,52.325,55.7,55.925000000000004,56.025,54.675,47.2,46.4,46.45,44.3,43.175,46.25,47.65,43.625,51.1,44.2,42.85,27.75,0.0,0.0,18.9125,46.087500000000006,48.2125,36.97307692307692,56.025,17시00분,1.3481980534467608
2호선,아현,13.85,11.925,8.55,9.925,12.4,17.775,21.925,27.775000000000002,30.55,34.75,37.65,40.025,41.0,46.675,54.875,45.6,51.075,55.375,46.425,51.925,54.775,52.75,58.375,55.075,57.075,48.474999999999994,48.975,45.125,42.9,42.85,44.025000000000006,45.775,42.175,48.125,42.175,44.55,27.45,0.0,0.0,19.96875,46.36875,49.556250000000006,37.45384615384616,58.375,16시30분,1.3386303172933725
2호선,양천구청,9.875,8.2,8.875,6.975,9.875,12.875,14.375,17.15,18.575,19.325,19.1,19.625,18.8,23.325000000000003,19.825,19.174999999999997,19.950000000000003,18.6,18.549999999999997,19.049999999999997,21.425,22.125,21.825,20.225,21.75,17.6,18.1,16.2,12.850000000000001,13.225000000000001,13.85,11.65,12.825,12.0,12.425,10.425,6.3,0.0,0.0,13.56875,16.1875,20.56875,15.048717948717949,23.325000000000003,12시00분,1.4466726735133308
2호선,역삼,23.05,19.425,16.025,12.45,15.350000000000001,21.625,26.85,33.05,34.075,37.35,37.0,41.275,47.45,44.275,47.325,52.2,49.275,44.475,48.3,48.525,45.175,53.975,52.0,48.425,47.775,44.95,42.925,39.525,33.7,37.05,36.675,34.775,35.85,37.75,29.275,27.825000000000003,17.725,0.0,0.0,24.21875,40.275000000000006,48.268750000000004,34.992948717948714,53.975,16시00분,1.3361387784821697
2호선,영등포구청,20.75,18.025,11.475,12.85,16.825,24.6,27.4,32.925000000000004,34.35,38.325,38.05,40.425,42.025,48.275,52.675,50.0,51.675000000000004,49.85,50.15,48.475,51.8,57.95,55.475,56.475,55.4,45.1,48.699999999999996,41.125,43.699999999999996,41.525000000000006,42.125,48.825,39.65,44.7,42.425,40.15,28.15,0.0,0.0,25.4375,44.65625,50.65625,38.26666666666668,57.95,16시00분,1.383713729624405
2호선,왕십리,11.825,15.025,10.125,9.925,12.625,19.275,22.6,32.175,35.825,35.825,42.0,45.35,45.25,49.25,56.45,52.375,55.775,52.724999999999994,56.975,51.824999999999996,58.775,53.0,59.8,58.425,51.625,53.675,43.85,41.675,39.4,36.875,39.95,39.25,35.825,36.8,33.425,29.525,20.475,0.0,0.0,21.66875,44.65,53.4625,37.065384615384616,59.8,16시30분,1.240472270461122
2호선,용답,4.95,6.825,5.275,6.075,5.25,8.5,10.6,13.450000000000001,17.3,20.150000000000002,20.925,19.599999999999998,17.8,16.95,20.6,17.425,19.700000000000003,18.375,19.275000000000002,18.6,20.475,19.725,20.4,18.475,15.825,18.675,12.725000000000001,12.325,10.625,10.3,9.75,11.075,9.45,8.825,7.625,5.3,3.0,0.0,0.0,9.450000000000001,13.5875,18.66875,12.876923076923077,20.925,10시30분,1.2340139948301845
2호선,용두,3.5,5.574999999999999,4.1499999999999995,5.025,4.6000000000000005,7.875,8.3,12.85,15.975,17.525,17.3,16.4,15.075,13.875,15.799999999999999,15.075,16.575,14.5,17.6,15.4,17.075,17.3,17.675,16.275,13.825000000000001,14.8,11.774999999999999,10.275,8.975,8.425,8.35,9.25,8.025,7.074999999999999,6.025,4.475,2.5999999999999996,0.0,0.0,8.40625,11.45625,15.33125,10.901923076923076,17.675,16시30분,1.2955563769714553
2호선,을지로3가,10.675,11.825,8.85,9.45,11.775,18.25,21.099999999999998,27.65,33.175000000000004,34.599999999999994,37.375,39.349999999999994,40.5,44.1,51.275,46.025,49.075,51.5,48.85,48.725,55.175,49.925,60.85,52.275000000000006,53.15,49.8,45.2,44.425,42.15,42.225,40.425000000000004,40.75,41.55,42.1,41.65,45.599999999999994,20.625,0.0,0.0,19.69375,45.393750000000004,47.618750000000006,36.2051282051282,60.85,16시30분,1.3668460140838217
2호선,을지로4가,10.75,12.125,9.25,9.775,12.275,18.525000000000002,21.925,27.95,33.975,34.55,37.025000000000006,39.375,40.375,46.15,49.45,46.475,50.475,50.35,49.724999999999994,48.35,54.925,49.7,60.5,54.475,50.7,48.925,43.175,45.8,40.975,42.1,38.35,42.125,41.225,41.9,41.0,43.699999999999996,19.875,0.0,0.0,20.168750000000003,44.71874999999999,48.137499999999996,36.110256410256405,60.5,16시30분,1.3479615404214689
2호선,을지로입구,8.975000000000001,11.925,8.399999999999999,9.025,11.425,17.025,19.875,25.15,29.525,31.55,34.825,36.275,38.599999999999994,43.075,51.625,44.15,48.5,53.275,47.475,49.925,55.55,52.775,61.325,53.725,56.2,50.875,47.475,48.475,43.4,45.75,46.775,45.925,43.075,44.15,45.9,49.9,23.55,0.0,0.0,18.36875,47.55625,46.8375,36.80576923076924,61.325,16시30분,1.4075259907653912
2호선,이대,13.775,11.25,8.375,9.6,11.6,17.575,21.25,26.55,29.2,34.0,36.55,39.574999999999996,40.875,47.375,54.125,45.55,49.9,55.525000000000006,47.125,51.2,54.45,54.3,57.375,53.5,58.825,45.925,47.65,45.425,43.325,41.625,43.7,45.375,41.9,48.15,41.675,39.9,26.25,0.0,0.0,19.24375,45.58125,49.237500000000004,36.93141025641027,58.825,17시30분,1.3165777848879858
2호선,잠실,15.350000000000001,18.15,12.2,11.524999999999999,12.35,18.475,22.95,27.900000000000002,27.450000000000003,30.5,32.075,37.925,39.4,40.625,43.725,41.325,41.275000000000006,36.3,38.7,40.375,43.15,41.825,44.175,41.525000000000006,38.45,38.375,36.55,33.85,29.75,30.825,34.875,31.85,31.6,30.775,22.25,19.325,10.6,0.0,0.0,20.418750000000003,34.63125,41.7375,29.44423076923077,44.175,16시30분,1.3189577401866972
2호선,잠실나루,13.075,14.149999999999999,9.875,9.475,11.25,17.075,19.45,25.5,27.974999999999998,30.775,32.925,37.05,37.775,38.5,43.075,38.95,40.4,36.75,37.625,39.2,43.575,41.1,44.675000000000004,40.0,39.2,37.9,35.325,33.675,28.825,28.325,31.450000000000003,29.85,26.725,27.900000000000002,22.375,20.675,15.875,0.0,0.0,18.31875,33.93125,40.23125,28.417948717948722,44.675000000000004,16시30분,1.29874161755497
2호선,잠실새내,14.075,17.175,13.225000000000001,12.0,12.275,18.675,23.325000000000003,31.975,29.55,33.45,35.625,38.625,43.575,44.05,45.175,44.5,43.575,37.7,38.925,40.275,41.1,41.45,44.525,41.425,38.1,37.575,35.6,32.2,27.65,27.55,30.575,29.225,28.65,29.825,22.85,21.85,10.925,0.0,0.0,21.5625,33.25625,44.325,29.71346153846154,45.175,12시30분,1.2367456009758466
2호선,종합운동장,12.0,11.625,9.125,10.175,11.2,16.8,25.025,34.85,31.55,31.150000000000002,33.475,36.6,42.775000000000006,43.45,46.875,44.75,44.7,37.025,38.075,38.825,40.425,40.775,43.85,40.5,37.85,35.85,36.25,31.4,27.075,26.7,31.25,28.275,28.25,29.7,22.925,21.05,10.55,0.0,0.0,21.96875,32.64375,44.943749999999994,29.04423076923077,46.875,12시30분,1.2151299966039775
2호선,충정로,12.299999999999999,13.049999999999999,8.825,9.674999999999999,12.225,17.575,22.1,27.725,31.299999999999997,33.75,37.975,39.175,42.2,46.85,56.0,45.925,51.25,56.125,47.55,51.475,56.15,53.175,59.7,55.400000000000006,57.675,48.475,49.725,46.175,42.75,43.4,43.949999999999996,46.95,42.225,45.75,42.7,48.9,22.95,0.0,0.0,19.90625,46.78125,50.006249999999994,37.66923076923077,59.7,16시30분,1.3335832754189074
2호선,한양대,10.475,13.125,8.75,8.325,10.05,15.925,19.575,27.05,31.325,30.674999999999997,35.125,38.9,38.95,42.5,48.15,46.575,48.125,46.875,48.625,48.025,52.125,49.199999999999996,54.025,53.325,48.275,50.025,40.875,38.9,35.9,38.35,35.925,35.25,33.2,33.6,30.275,26.55,19.275,0.0,0.0,18.15,41.425000000000004,46.337500000000006,33.133333333333326,54.025,16시30분,1.2856757208378586
2호선,합정,20.85,17.3,10.475,11.15,14.575,21.475,24.424999999999997,29.125,32.075,35.925,34.4,39.325,39.925,45.824999999999996,52.1,49.05,49.675,50.85,47.6,49.8,50.175,54.325,60.425000000000004,55.2,55.125,43.325,50.75,45.575,44.9,42.45,48.525,51.65,43.925,52.9,44.625,41.1,28.0,0.0,0.0,22.4,46.1375,49.162499999999994,38.17692307692308,60.425000000000004,16시30분,1.3941011666595238
2호선,홍대입구,17.325,12.975000000000001,9.175,10.325,12.5,19.525,22.35,27.400000000000002,27.9,33.95,31.825,35.675,34.35,41.9,44.8,41.3,44.325,47.825,40.0,46.425,48.3,51.875,55.925,54.325,55.25,43.275,47.975,47.949999999999996,44.725,43.7,49.225,53.475,48.324999999999996,55.275,49.9,46.0,31.5,0.0,0.0,20.44375,45.981249999999996,43.08125,36.63717948717949,55.925,16시30분,1.541854019048797
3호선,가락시장,3.5999999999999996,7.025,3.9749999999999996,3.75,4.875,6.95,9.05,10.725,9.45,9.375,9.4,9.025,9.625,11.450000000000001,10.65,11.1,9.6,7.375,9.299999999999999,8.9,9.55,10.200000000000001,9.525,9.225,12.25,9.075,7.875,6.4,7.025,7.1499999999999995,7.475,7.800000000000001,6.225,7.425000000000001,6.225,5.725,3.925,0.0,0.0,7.9,7.59375,10.700000000000001,7.6480769230769265,12.25,17시30분,1.4480138833631884
3호선,경복궁,12.325,12.075,10.725000000000001,11.55,16.725,23.7,27.9,33.9,38.425,34.325,39.275,38.775,38.375,35.575,39.2,35.275,39.65,38.65,42.25,39.35,44.900000000000006,49.925,49.4,45.775,43.85,41.45,38.150000000000006,34.800000000000004,29.075,26.325,31.525000000000002,29.25,26.65,27.925,22.125,18.5,12.525,2.975,0.0,25.55625,35.86875,37.425000000000004,30.337179487179483,49.925,16시00분,1.641282521275016
3호선,경찰병원,2.4749999999999996,4.825,2.75,2.6,3.5,4.575,6.2,7.025,6.3,6.425000000000001,6.425,5.925,6.725,8.0,7.5,7.5,6.925,5.25,5.75,6.125,6.5,6.15,6.65,6.5,7.625,5.725,5.75,4.075,4.699999999999999,4.475,4.25,5.125,4.300000000000001,5.0,4.525,3.525,1.6,0.0,0.0,5.324999999999999,5.0625,7.48125,5.109615384615384,8.0,12시00분,1.3884709923514127
3호선,고속터미널,8.925,13.700000000000001,11.850000000000001,10.325,12.225,20.2,25.4,30.075,33.375,31.7,35.675,36.175,40.550000000000004,37.05,42.475,41.625,41.6,38.025,36.975,39.95,41.975,43.575,46.975,41.425,46.975,40.975,33.725,30.0,28.0,28.575000000000003,31.375,25.375,24.45,25.025,19.825,14.5,7.2,0.0,0.0,21.974999999999998,33.175,40.6875,28.6621794871795,46.975,16시30분,1.355453115687788
3호선,교대,10.4,13.25,11.375,10.2,11.85,20.15,23.575,26.275,29.15,28.775,32.05,31.9,36.625,33.675,38.85,39.025,39.0,36.1,34.35,36.875,39.075,40.775,42.95,39.9,42.3,38.4,30.0,28.025,25.275,26.35,25.5,22.625,21.25,23.425,19.825,12.75,7.074999999999999,0.0,0.0,20.4625,30.425000000000004,37.6375,26.383333333333333,42.95,16시30분,1.3520424748710071
3호선,구파발,6.6,10.475,5.3,7.35,9.375,15.925,16.25,21.925,18.125,22.674999999999997,23.925,25.575000000000003,17.8,25.65,17.45,23.85,18.45,26.725,18.6,25.400000000000002,19.125,30.3,21.075,28.700000000000003,19.400000000000002,21.575,24.275,14.275,19.375,12.024999999999999,18.225,17.8,13.175,14.325,13.85,10.95,1.9249999999999998,0.0,0.0,15.868749999999999,19.875,21.349999999999998,16.866666666666667,30.3,16시00분,1.6741802494529157
3호선,금호,16.35,13.65,10.75,10.375,13.674999999999999,21.075,27.025000000000002,33.35,35.3,36.45,37.55,40.75,43.15,37.875,43.95,42.425,41.975,44.825,41.775,42.199999999999996,47.25,48.4,50.825,47.6,45.425,43.425,36.475,31.45,28.8,29.35,32.55,28.75,26.775,26.15,21.6,16.5,10.4,0.0,0.0,23.78125,35.0375,41.55625,30.92820512820513,50.825,16시30분,1.4154007780923261
3호선,남부터미널,8.5,10.375,9.175,8.65,9.975,15.65,19.725,22.125,22.7,24.775,25.8,26.6,28.975,26.875,31.075,31.1,30.075,28.5,26.675,30.225,30.35,33.725,34.375,35.375,34.65,31.1,23.6,23.375,20.475,22.925,20.674999999999997,19.925,17.325,20.925,17.0,10.775,6.1,0.0,0.0,16.86875,24.637500000000003,29.781250000000004,21.54423076923077,35.375,17시00분,1.3937040455419416
3호선,녹번,12.125,13.95,9.399999999999999,10.975000000000001,16.525,20.799999999999997,26.200000000000003,29.275,31.175,31.8,34.2,36.075,29.799999999999997,30.8,31.85,28.1,32.775,29.925,31.825,29.85,33.65,34.95,34.5,33.775,32.225,29.8,28.2,25.2,21.5,20.075,22.225,24.275,20.25,19.175,17.4,15.05,9.55,0.0,0.0,23.2,26.175,30.88125,24.08269230769231,36.075,11시00분,1.5988665744143589
3호선,대청,4.75,6.8,4.675,5.525,5.875,8.85,11.725,12.45,12.299999999999999,13.4,13.675,13.5,13.325,14.225,16.049999999999997,15.85,14.625,12.55,12.7,13.05,15.05,14.8,14.075,16.55,16.25,13.350000000000001,11.2,9.225,8.95,8.975,8.15,8.975,7.35,9.825,7.824999999999999,5.025,4.425,1.3,0.0,9.725,10.681249999999999,15.1875,10.441025641025643,16.55,17시00분,1.343621310708062
3호선,대치,5.35,6.325,5.475,5.5,6.125,8.625,12.15,12.625,13.425,14.674999999999999,14.45,14.825,15.075,13.9,18.275,17.75,16.075,14.725,14.4,14.875,16.875,16.775,16.75,19.825,19.575,15.8,13.35,10.675,10.5,10.674999999999999,9.475,10.775,9.3,15.05,10.2,5.95,4.15,0.0,0.0,9.88125,12.58125,16.5,11.803205128205128,19.825,17시00분,1.3613635538567541
3호선,도곡,5.75,7.375,6.275,6.15,7.1,10.775,14.9,15.125,16.05,17.224999999999998,16.35,17.5,17.675,16.75,22.175,21.25,18.35,17.225,16.35,18.275,18.375,19.025,20.75,20.325,23.0,17.925,14.925,12.1,11.799999999999999,12.425,10.375,11.55,10.825,14.575,11.25,6.6,4.575,0.0,0.0,11.975,14.1875,19.63125,13.564743589743593,23.0,17시30분,1.3326965255550958
3호선,독립문,10.975,15.175,10.425,12.05,16.775,24.2,28.05,32.95,34.825,34.525,37.525,38.35,33.35,36.9,33.925,33.7,34.400000000000006,36.25,34.625,36.3,37.025,44.05,40.775,40.65,35.2,36.875,32.575,28.35,26.200000000000003,22.725,28.825,26.575,23.45,24.825,20.225,16.474999999999998,11.35,0.0,0.0,25.49375,31.000000000000004,34.73125,27.472435897435897,44.05,16시00분,1.6265970379241452
3호선,동대입구,11.875,12.025,8.95,9.6,11.975,19.475,23.3,28.75,30.8,32.8,34.15,36.375,36.825,34.725,38.5,37.5,37.525,41.675,37.25,39.6,43.3,46.325,48.025000000000006,45.225,42.15,42.324999999999996,34.525,29.875,28.4,27.725,30.450000000000003,24.85,24.475,24.825,20.15,15.65,9.65,0.0,0.0,20.875,33.78125,37.0625,28.246153846153856,48.025000000000006,16시30분,1.4747048505981828
3호선,매봉,6.1,7.875,6.475,6.675,7.525,12.075000000000001,15.85,16.6,17.175,18.8,17.4,19.375,19.175,18.3,23.775,23.325,20.75,19.05,18.45,20.725,20.75,22.025,23.35,23.0,25.075000000000003,20.375,16.1,14.200000000000001,13.924999999999999,13.825,13.05,13.4,11.725,16.15,11.925,7.525,4.800000000000001,0.7250000000000001,0.0,13.012500000000001,16.150000000000002,21.5375,15.061538461538458,25.075000000000003,17시30분,1.354033599348411
3호선,무악재,12.850000000000001,15.075,9.975000000000001,12.399999999999999,17.525,24.15,27.625,32.825,34.75,34.2,35.85,39.724999999999994,32.725,36.1,33.175,32.675,33.6,35.175,33.4,35.05,35.7,42.6,39.325,39.45,34.05,35.15,32.75,27.75,25.65,22.325,28.1,26.4,23.15,23.575,20.349999999999998,17.099999999999998,11.075,0.0,0.0,25.53125,30.325000000000003,33.8875,27.008974358974363,42.6,16시00분,1.648284717129186
3호선,불광,10.975,13.45,8.7,9.875,15.325000000000001,19.1,24.450000000000003,27.35,28.375,29.15,33.475,33.325,28.275,28.675,30.2,27.15,30.925,30.05,31.125,29.225,32.3,33.775,34.725,33.45,31.65,28.425,28.175,24.425,22.15,20.2,21.2,24.025,20.625,19.275,17.775000000000002,15.25,10.0,4.275,0.0,21.556250000000002,25.793750000000003,29.2375,23.355769230769226,34.725,16시30분,1.6194954555110577
3호선,수서,4.800000000000001,4.325,4.05,3.875,5.425,8.175,10.225,10.825000000000001,10.35,12.125,13.375,11.8,11.975000000000001,13.35,14.025,14.625,12.375,10.0,11.25,11.175,12.95,13.05,12.325000000000001,11.95,13.8,11.725,9.05,8.025,7.925,7.5,6.6,8.125,6.575,7.1,7.925,4.6,4.325,0.0,0.0,8.662500000000001,9.181249999999999,13.59375,9.017307692307694,14.625,13시00분,1.3126435815986333
3호선,신사,9.775,12.475,11.0,10.4,12.15,20.025,24.675,28.75,31.75,32.125,37.175,39.025,41.525,37.6,43.1,43.575,43.5,42.475,40.825,43.425,45.9,49.449999999999996,49.225,46.425,47.7,43.325,35.2,32.05,29.25,29.85,33.5,28.775,27.625,27.55,22.75,17.125,8.725,0.0,0.0,21.4,34.95625,41.94375,30.250641025641027,49.449999999999996,16시00분,1.3436149284788572
3호선,안국,14.325,16.3,12.65,11.9,17.55,25.6,30.700000000000003,38.025000000000006,44.775,39.725,44.525000000000006,43.45,45.15,41.95,45.675,41.275000000000006,48.025,45.425,50.95,47.525,55.2,58.3,57.0,54.925,51.0,50.225,43.325,39.8,31.875,30.55,34.050000000000004,31.95,28.75,29.875,24.6,17.974999999999998,10.625,0.0,0.0,27.968750000000004,41.306250000000006,44.23125,34.75705128205127,58.3,16시00분,1.5662003319779494
