년월,역명_표준,출근_승차,퇴근_하차,일평균_승차,일평균_하차,호선목록
2020-02-01,신대방,211188,164624,696916,665959,2호선
2020-02-01,신대방삼거리,123168,102225,417635,398399,7호선
2020-02-01,신도림,262628,292001,1356872,1341890,2호선
2020-02-01,신림,505957,464076,1735376,1684480,2호선
2020-02-01,신사,28968,111061,817340,874902,3호선
2020-02-01,신설동,49896,55811,468506,458783,"1호선,2호선"
2020-02-01,신용산,23962,45551,390227,407010,4호선
2020-02-01,신정,135636,73586,345035,267661,5호선
2020-02-01,신정네거리,73964,68123,237863,245133,2호선
2020-02-01,신중동,83663,82764,355582,352424,7호선
2020-02-01,신촌,81591,192397,1020198,1044599,2호선
2020-02-01,신풍,75594,61292,272562,261075,7호선
2020-02-01,신흥,27159,29738,120615,130395,8호선
2020-02-01,쌍문,248691,198596,792527,715730,4호선
2020-02-01,아차산,95420,86073,358982,349703,5호선
2020-02-01,아현,58081,50308,244569,234584,2호선
2020-02-01,안국,13229,28972,513663,536013,3호선
2020-02-01,안암,18085,33804,253178,253129,6호선
2020-02-01,암사,170398,119916,465259,410999,8호선
2020-02-01,압구정,38214,86363,809671,870387,3호선
2020-02-01,애오개,43350,36108,176190,177869,5호선
2020-02-01,약수,70853,82740,430897,421609,"3호선,6호선"
2020-02-01,양재,72023,119245,965407,1039957,3호선
2020-02-01,양천구청,55380,49742,169335,178128,2호선
2020-02-01,양평,45178,34846,177566,175490,5호선
2020-02-01,어린이대공원,44038,45452,292644,285093,7호선
2020-02-01,여의나루,12332,16509,184459,190616,5호선
2020-02-01,여의도,21946,44898,615919,650467,5호선
2020-02-01,역삼,38791,94778,1246094,1380388,2호선
2020-02-01,역촌,30608,28962,96989,111677,6호선
2020-02-01,연신내,286784,256357,1009713,957074,"3호선,6호선"
2020-02-01,영등포구청,102616,105456,658912,665760,"2호선,5호선"
2020-02-01,영등포시장,42370,41389,241822,250974,5호선
2020-02-01,오금,69242,49575,249560,230851,"3호선,5호선"
2020-02-01,오목교,99971,130350,605653,647573,5호선
2020-02-01,옥수,52161,55408,226529,234214,3호선
2020-02-01,온수,101271,72251,254442,238436,7호선
2020-02-01,올림픽공원,20025,14958,98001,88637,5호선
2020-02-01,왕십리,86169,118006,558315,506053,"2호선,5호선"
2020-02-01,용답,18313,16069,63308,62002,2호선
2020-02-01,용두,12018,12516,57205,60099,2호선
2020-02-01,용마산,50108,36876,153766,145957,7호선
2020-02-01,우장산,106245,91780,358497,355179,5호선
2020-02-01,월곡,79563,69347,288732,281865,6호선
2020-02-01,월드컵경기장,17433,21466,115171,121942,6호선
2020-02-01,을지로3가,18878,62949,828794,838712,"2호선,3호선"
2020-02-01,을지로4가,10702,23680,457091,459041,"2호선,5호선"
2020-02-01,을지로입구,20247,72661,1072610,1098245,2호선
2020-02-01,응암,145436,125345,443454,438364,6호선
2020-02-01,이대,38335,54576,361791,378071,2호선
2020-02-01,이수,65549,90302,413095,405890,7호선
2020-02-01,이촌,28427,33984,180929,202184,4호선
2020-02-01,이태원,25707,78022,347635,383204,6호선
2020-02-01,일원,39436,32828,226451,225202,3호선
2020-02-01,잠실,283722,398735,2191835,2181758,"2호선,8호선"
2020-02-01,잠실나루,79688,65184,351189,338463,2호선
2020-02-01,잠실새내,121575,142638,555210,560016,2호선
2020-02-01,잠원,35042,31240,145757,141760,3호선
2020-02-01,장승배기,71481,61138,260586,252927,7호선
2020-02-01,장암,28397,5128,61699,21530,7호선
2020-02-01,장지,97609,84084,437661,417149,8호선
2020-02-01,장한평,110400,97406,460845,459013,5호선
2020-02-01,제기동,46240,41693,422706,428252,1호선
2020-02-01,종각,14278,78537,985030,954849,1호선
2020-02-01,종로3가,23258,122573,1323013,1328818,"1호선,3호선,5호선"
2020-02-01,종로5가,11532,36755,571657,571588,1호선
2020-02-01,종합운동장,38981,41793,188160,205062,2호선
2020-02-01,중계,118514,85232,368266,333226,7호선
2020-02-01,중곡,72864,56990,251209,234398,7호선
2020-02-01,중화,80287,68326,286009,277655,7호선
2020-02-01,증산,81589,69868,259137,249295,6호선
2020-02-01,지축,21758,18088,63085,64439,3호선
2020-02-01,창동,169063,175001,686934,729716,4호선
2020-02-01,창신,29977,15697,86508,68401,6호선
2020-02-01,천왕,89326,67054,246699,227135,7호선
2020-02-01,천호,158765,229885,917779,996609,"5호선,8호선"
2020-02-01,철산,169369,165425,561330,576246,7호선
2020-02-01,청구,31654,30282,199732,198269,"5호선,6호선"
2020-02-01,청담,24704,35391,500756,559597,7호선
2020-02-01,청량리,87212,86956,531199,530459,1호선
2020-02-01,총신대입구,101144,128173,507102,555230,4호선
2020-02-01,춘의,45884,35748,229721,224486,7호선
2020-02-01,충무로,21798,58894,692860,712581,"3호선,4호선"
2020-02-01,충정로,48392,50201,376644,393221,"2호선,5호선"
2020-02-01,태릉입구,78145,77195,338657,338437,"6호선,7호선"
2020-02-01,하계,132373,106259,450073,423036,7호선
2020-02-01,학동,19077,31252,567991,612259,7호선
2020-02-01,학여울,7414,7133,49036,49350,3호선
2020-02-01,한강진,7544,32557,196973,233457,6호선
2020-02-01,한성대입구,65709,65578,344570,332558,4호선
2020-02-01,한양대,13392,17065,169909,184534,2호선
2020-02-01,합정,125545,244227,1200575,1240210,"2호선,6호선"
2020-02-01,행당,71141,51946,204951,182144,5호선
2020-02-01,혜화,34390,126339,850100,874579,4호선
2020-02-01,홍대입구,133247,362283,1732940,1848334,2호선
2020-02-01,홍제,123240,106559,442972,421019,3호선
2020-02-01,화곡,251586,204744,742754,689315,5호선
2020-02-01,화랑대,109943,64765,285572,219397,6호선
2020-02-01,회현,12988,25934,602358,638729,4호선
2020-02-01,효창공원앞,37378,29357,173139,155386,6호선
2020-03-01,가락시장,52540,62507,358727,377161,"3호선,8호선"
2020-03-01,가산디지털단지,35046,44224,930227,938305,7호선
2020-03-01,강남,85412,244951,1880213,1903343,2호선
2020-03-01,강남구청,12328,24652,342222,383566,7호선
2020-03-01,강동,116321,86440,431790,382654,5호선
2020-03-01,강동구청,57982,52461,219694,226256,8호선
2020-03-01,강변,163117,173845,706391,696987,2호선
2020-03-01,개롱,37879,34969,130831,136524,5호선
2020-03-01,개화산,33071,25912,124177,120462,5호선
2020-03-01,거여,48952,37270,160593,151547,5호선
2020-03-01,건대입구,149651,277923,1086516,1162169,"2호선,7호선"
2020-03-01,경복궁,26589,35514,358800,358877,3호선
2020-03-01,경찰병원,38225,31709,155886,156244,3호선
2020-03-01,고덕,47615,48420,171444,174825,5호선
2020-03-01,고려대,36751,32407,163265,157231,6호선
2020-03-01,고속터미널,65717,141140,1102054,1036500,"3호선,7호선"
2020-03-01,공덕,76876,106771,677015,689539,"5호선,6호선"
2020-03-01,공릉,65540,66928,256503,259452,7호선
2020-03-01,광나루,69701,54483,279728,255150,5호선
2020-03-01,광명사거리,165501,146531,526281,517870,7호선
2020-03-01,광화문,18732,39736,617395,644406,5호선
2020-03-01,광흥창,32813,31674,184251,178380,6호선
2020-03-01,교대,62851,104947,1007571,994899,"2호선,3호선"
2020-03-01,구로디지털단지,274020,256432,1330385,1334002,2호선
2020-03-01,구산,53202,32731,163663,118338,6호선
2020-03-01,구의,153489,140725,541621,528622,2호선
2020-03-01,구파발,140761,106579,426486,395762,3호선
2020-03-01,군자,147391,139174,574689,525599,"5호선,7호선"
2020-03-01,굴포천,62114,64344,193473,204381,7호선
2020-03-01,굽은다리,59710,51040,192422,180890,5호선
2020-03-01,금호,50093,44966,176454,166123,3호선
2020-03-01,길동,40153,41840,158998,167956,5호선
2020-03-01,길음,141151,118450,433409,413016,4호선
2020-03-01,김포공항,9208,14650,128715,120548,5호선
2020-03-01,까치산,239642,198977,665693,634525,5호선
2020-03-01,까치울,56520,45851,163133,155115,7호선
2020-03-01,낙성대,170069,157563,611912,588306,2호선
2020-03-01,남구로,51951,44818,345416,363498,7호선
2020-03-01,남부터미널,49253,69039,597224,613177,3호선
2020-03-01,남성,78163,63317,244048,227610,7호선
2020-03-01,남태령,4126,2601,21404,17964,4호선
2020-03-01,남한산성입구,94412,68845,287235,258328,8호선
2020-03-01,내방,34073,39342,300395,307630,7호선
2020-03-01,노원,156428,219879,857737,941458,"4호선,7호선"
2020-03-01,녹번,101258,76916,292274,260001,3호선
2020-03-01,녹사평,9534,21932,116876,120071,6호선
2020-03-01,논현,19992,44399,446209,487397,7호선
2020-03-01,단대오거리,65450,55630,225529,217105,8호선
2020-03-01,답십리,110912,87430,352941,322350,5호선
2020-03-01,당고개,86426,65974,283458,263761,4호선
2020-03-01,당산,85011,105962,431363,494583,2호선
2020-03-01,대림,160458,130567,692669,696071,"2호선,7호선"
2020-03-01,대청,45649,38854,195313,178722,3호선
2020-03-01,대치,36341,35645,204268,198377,3호선
2020-03-01,대흥,26013,29962,165455,172399,6호선
2020-03-01,도곡,14169,13912,101615,102553,3호선
2020-03-01,도림천,4558,4196,25872,27070,2호선
2020-03-01,도봉산,81096,65932,206695,251182,7호선
2020-03-01,독립문,27719,26694,145562,150621,3호선
2020-03-01,독바위,22177,19259,61997,68412,6호선
2020-03-01,돌곶이,59244,50833,204412,192492,6호선
2020-03-01,동대문,36373,57153,690031,702840,"1호선,4호선"
2020-03-01,동대문역사문화공원,26912,78777,649669,669690,"2호선,4호선,5호선"
2020-03-01,동대입구,9219,11761,160986,175022,3호선
2020-03-01,동묘앞,26486,36284,382114,392436,"1호선,6호선"
2020-03-01,동작,7878,9743,53800,55990,4호선
2020-03-01,둔촌동,42326,41725,174091,174518,5호선
2020-03-01,디지털미디어시티,70173,59923,289969,311205,6호선
2020-03-01,뚝섬,41638,56312,450225,485238,2호선
2020-03-01,뚝섬유원지,40884,47006,216486,219773,7호선
2020-03-01,마곡,35621,27184,169318,160993,5호선
2020-03-01,마들,95570,74266,258643,245964,7호선
2020-03-01,마장,30005,25277,120186,114307,5호선
2020-03-01,마천,33178,25809,115195,116521,5호선
2020-03-01,마포,48240,53524,294900,304527,5호선
2020-03-01,마포구청,72936,60026,303390,269823,6호선
2020-03-01,망원,51665,71009,314318,344498,6호선
2020-03-01,매봉,24066,25524,236267,226859,3호선
2020-03-01,먹골,71554,63400,232700,225787,7호선
2020-03-01,면목,113102,96227,353834,343423,7호선
2020-03-01,명동,5926,22891,368133,384885,4호선
2020-03-01,명일,56357,55057,161888,167009,5호선
2020-03-01,모란,16989,12569,93994,71141,8호선
2020-03-01,목동,111697,121715,367658,405392,5호선
2020-03-01,몽촌토성,16864,18195,115120,121499,8호선
2020-03-01,무악재,25351,23249,82399,83494,3호선
2020-03-01,문래,67733,71375,438218,450292,2호선
2020-03-01,문정,43907,47135,441432,462742,8호선
2020-03-01,미아,91941,80968,347458,331866,4호선
2020-03-01,미아사거리,173130,169232,640296,621182,4호선
2020-03-01,반포,14811,15778,124332,123070,7호선
2020-03-01,발산,43013,62214,388601,402550,5호선
2020-03-01,방배,42985,52583,347335,358666,2호선
2020-03-01,방이,28448,30344,145436,149503,5호선
2020-03-01,방화,43868,34938,145949,137995,5호선
2020-03-01,버티고개,9690,9600,48035,46439,6호선
2020-03-01,보라매,43545,41988,202001,200311,7호선
2020-03-01,보문,41258,34111,164067,151501,6호선
2020-03-01,복정,56991,48053,216061,184853,8호선
2020-03-01,봉천,169928,138095,543382,504075,2호선
2020-03-01,봉화산,79886,54106,202073,183271,6호선
2020-03-01,부천시청,69391,69135,263285,261308,7호선
2020-03-01,부천종합운동장,30900,20322,103668,90570,7호선
2020-03-01,부평구청,101745,63976,255731,208893,7호선
2020-03-01,불광,113262,114808,460603,494175,"3호선,6호선"
2020-03-01,사가정,97105,96700,359281,360283,7호선
2020-03-01,사당,267809,334127,1348404,1345560,"2호선,4호선"
2020-03-01,산성,35208,29560,118317,117509,8호선
2020-03-01,삼각지,23408,31026,223452,214910,"4호선,6호선"
2020-03-01,삼산체육관,38849,28054,99260,87835,7호선
2020-03-01,삼성,30297,65925,1013824,1037733,2호선
2020-03-01,상계,146429,113855,436549,400887,4호선
2020-03-01,상도,59891,53920,222136,213484,7호선
2020-03-01,상동,64129,68644,274440,282213,7호선
2020-03-01,상봉,103213,95930,390764,368037,7호선
2020-03-01,상수,17799,43340,186941,216224,6호선
2020-03-01,상왕십리,79929,70800,298738,286419,2호선
2020-03-01,상월곡,42863,30009,133339,117826,6호선
2020-03-01,상일동,148591,101002,365370,315979,5호선
2020-03-01,새절,97900,78815,281953,263805,6호선
2020-03-01,서대문,31697,31446,365483,375147,5호선
2020-03-01,서울대입구,258569,274222,1077608,1046950,2호선
2020-03-01,서울역,95552,115115,1049743,1075572,"1호선,4호선"
2020-03-01,서초,28269,27242,429483,425905,2호선
2020-03-01,석계,90426,86037,277829,282604,6호선
2020-03-01,석촌,33751,41311,165151,193269,8호선
2020-03-01,선릉,41191,69738,1184993,1061005,2호선
2020-03-01,성수,47104,69125,727213,796804,2호선
2020-03-01,성신여대입구,84270,100504,443058,422864,4호선
2020-03-01,송정,37605,31908,155504,144873,5호선
2020-03-01,송파,52296,44790,181596,173639,8호선
2020-03-01,수락산,83426,75585,290195,291676,7호선
2020-03-01,수서,57895,62902,314169,319485,3호선
2020-03-01,수유,212703,213660,808980,802661,4호선
2020-03-01,수진,31077,23144,107933,97673,8호선
2020-03-01,숙대입구,34552,46909,281306,277351,4호선
2020-03-01,숭실대입구,71257,66809,246799,248155,7호선
2020-03-01,시청,21674,34313,929539,936796,"1호선,2호선"
2020-03-01,신금호,39945,36393,129773,133208,5호선
2020-03-01,신길,23342,21126,81541,90099,5호선
2020-03-01,신내,0,0,1,0,6호선
2020-03-01,신답,13808,13868,35487,39793,2호선
2020-03-01,신당,71111,93594,485671,509038,"2호선,6호선"
2020-03-01,신대방,186861,152654,602640,578785,2호선
2020-03-01,신대방삼거리,110499,96196,362754,346108,7호선
2020-03-01,신도림,221382,232054,1039776,1017501,2호선
2020-03-01,신림,449009,420682,1498306,1448207,2호선
2020-03-01,신사,23197,80186,652082,694839,3호선
2020-03-01,신설동,41027,46598,389251,384494,"1호선,2호선"
2020-03-01,신용산,19417,33702,319980,334430,4호선
2020-03-01,신정,120863,68944,300896,232676,5호선
2020-03-01,신정네거리,64107,60869,197761,205895,2호선
2020-03-01,신중동,74776,73706,310111,309776,7호선
2020-03-01,신촌,64633,142183,746651,773435,2호선
2020-03-01,신풍,69101,57364,236542,225400,7호선
2020-03-01,신흥,24688,25911,100489,106716,8호선
2020-03-01,쌍문,227968,187877,695068,629920,4호선
2020-03-01,아차산,86039,79561,319339,314865,5호선
2020-03-01,아현,49386,44201,202282,195111,2호선
2020-03-01,안국,11225,20113,367979,388776,3호선
2020-03-01,안암,14475,28710,211183,212140,6호선
2020-03-01,암사,150323,110948,404583,357664,8호선
2020-03-01,압구정,29861,62691,647955,696112,3호선
2020-03-01,애오개,35784,30485,148247,148656,5호선
2020-03-01,약수,61032,71566,361895,354799,"3호선,6호선"
2020-03-01,양재,60184,90894,784122,845459,3호선
2020-03-01,양천구청,46864,43047,135312,141488,2호선
2020-03-01,양평,38107,31565,158983,158863,5호선
2020-03-01,어린이대공원,37509,41081,249362,245048,7호선
2020-03-01,여의나루,9821,25468,242205,254995,5호선
2020-03-01,여의도,19249,34381,535631,561148,5호선
2020-03-01,역삼,32526,66628,1029654,1137055,2호선
2020-03-01,역촌,27094,27080,80886,95785,6호선
2020-03-01,연신내,259025,237642,866287,819105,"3호선,6호선"
2020-03-01,영등포구청,88151,93256,576551,585172,"2호선,5호선"
2020-03-01,영등포시장,35606,35105,196196,201684,5호선
2020-03-01,오금,60136,43934,211285,195052,"3호선,5호선"
2020-03-01,오목교,84360,108279,481845,515928,5호선
2020-03-01,옥수,42785,48266,189386,194792,3호선
2020-03-01,온수,92707,68475,225251,210720,7호선
2020-03-01,올림픽공원,16690,12630,78270,68500,5호선
2020-03-01,왕십리,72361,97629,456247,412930,"2호선,5호선"
2020-03-01,용답,16132,14934,56847,56376,2호선
2020-03-01,용두,10852,11208,50860,52970,2호선
2020-03-01,용마산,46070,35145,137439,131815,7호선
2020-03-01,우장산,90907,81060,286842,285342,5호선
2020-03-01,월곡,70770,64430,250558,244760,6호선
2020-03-01,월드컵경기장,14863,17733,105181,108484,6호선
2020-03-01,을지로3가,13995,41334,654704,669187,"2호선,3호선"
2020-03-01,을지로4가,7713,16573,394212,396361,"2호선,5호선"
2020-03-01,을지로입구,16263,43025,800104,821652,2호선
2020-03-01,응암,131149,117070,387682,384981,6호선
2020-03-01,이대,32369,40035,239904,249460,2호선
2020-03-01,이수,56630,76050,345045,338298,7호선
2020-03-01,이촌,21981,27373,130509,152728,4호선
2020-03-01,이태원,20673,61483,271770,295559,6호선
2020-03-01,일원,33133,26699,174055,172306,3호선
2020-03-01,잠실,248357,338799,1777883,1770780,"2호선,8호선"
2020-03-01,잠실나루,66442,56371,288199,279801,2호선
2020-03-01,잠실새내,100156,117770,442061,448444,2호선
2020-03-01,잠원,27572,25354,113858,111698,3호선
2020-03-01,장승배기,63929,54369,220480,213660,7호선
2020-03-01,장암,24628,5193,55732,22677,7호선
2020-03-01,장지,81954,71228,362396,352653,8호선
2020-03-01,장한평,97566,86280,391607,389803,5호선
2020-03-01,제기동,40715,36843,362048,370559,1호선
2020-03-01,종각,11965,51202,744396,728555,1호선
2020-03-01,종로3가,17855,83406,1020844,1029391,"1호선,3호선,5호선"
2020-03-01,종로5가,9774,25805,468370,472936,1호선
2020-03-01,종합운동장,31435,32340,137270,147149,2호선
2020-03-01,중계,107619,76539,302472,268988,7호선
2020-03-01,중곡,65643,52870,217933,203222,7호선
2020-03-01,중화,73849,62883,252454,243862,7호선
2020-03-01,증산,73643,65867,228842,222859,6호선
2020-03-01,지축,23101,20590,66745,67610,3호선
2020-03-01,창동,153472,161293,588451,627951,4호선
2020-03-01,창신,26060,14867,75009,60205,6호선
2020-03-01,천왕,80079,63545,212132,195964,7호선
2020-03-01,천호,140840,201573,766207,836324,"5호선,8호선"
2020-03-01,철산,148361,146068,469885,481459,7호선
2020-03-01,청구,27616,27212,174008,172896,"5호선,6호선"
2020-03-01,청담,20842,27388,421636,467862,7호선
2020-03-01,청량리,75057,74470,454237,450838,1호선
2020-03-01,총신대입구,84927,107999,414091,455728,4호선
2020-03-01,춘의,41697,32984,208789,205117,7호선
2020-03-01,충무로,15689,41213,576899,599179,"3호선,4호선"
2020-03-01,충정로,42461,43021,312520,324934,"2호선,5호선"
2020-03-01,태릉입구,71481,71967,296245,294021,"6호선,7호선"
2020-03-01,하계,118015,97935,375981,353675,7호선
2020-03-01,학동,16084,25000,508647,548391,7호선
2020-03-01,학여울,6136,5941,33910,33978,3호선
2020-03-01,한강진,6325,22700,156162,186869,6호선
2020-03-01,한성대입구,56386,58141,288785,281548,4호선
2020-03-01,한양대,11295,13943,143613,154133,2호선
2020-03-01,합정,106018,198129,986651,1022937,"2호선,6호선"
2020-03-01,행당,60501,46254,171487,152631,5호선
2020-03-01,혜화,29270,85771,621527,635234,4호선
2020-03-01,홍대입구,109574,251483,1179133,1251987,2호선
2020-03-01,홍제,107871,97429,377618,359247,3호선
2020-03-01,화곡,225581,187233,644708,595791,5호선
2020-03-01,화랑대,97857,59171,241503,185541,6호선
2020-03-01,회현,9594,16470,480125,513436,4호선
2020-03-01,효창공원앞,32379,26591,151232,135459,6호선
2020-04-01,가락시장,53756,67249,384651,405398,"3호선,8호선"
2020-04-01,가산디지털단지,35929,49076,977369,982679,7호선
2020-04-01,강남,86066,279820,2020218,2042777,2호선
2020-04-01,강남구청,12837,26371,350543,393668,7호선
2020-04-01,강동,120248,86806,466595,407568,5호선
2020-04-01,강동구청,58718,52454,228087,234005,8호선
2020-04-01,강변,164013,178620,759427,755161,2호선
2020-04-01,개롱,38467,34417,138480,143504,5호선
2020-04-01,개화산,33084,25196,126674,122090,5호선
2020-04-01,거여,49510,37726,169334,158500,5호선
2020-04-01,건대입구,150065,295887,1155376,1246661,"2호선,7호선"
2020-04-01,경복궁,27348,39680,397480,400524,3호선
2020-04-01,경찰병원,38694,31400,164890,164244,3호선
2020-04-01,고덕,48382,48720,185332,187609,5호선
2020-04-01,고려대,37062,32675,170619,163766,6호선
2020-04-01,고속터미널,70134,175705,1291234,1240520,"3호선,7호선"
2020-04-01,공덕,78564,111738,704498,721809,"5호선,6호선"
2020-04-01,공릉,65926,67296,271380,271590,7호선
2020-04-01,광나루,71324,55844,301293,274226,5호선
2020-04-01,광명사거리,162434,145206,557844,547105,7호선
2020-04-01,광화문,18381,44318,650161,683025,5호선
2020-04-01,광흥창,33420,31440,193181,186241,6호선
2020-04-01,교대,64824,116316,1044581,1035184,"2호선,3호선"
2020-04-01,구로디지털단지,274045,261530,1383696,1380322,2호선
2020-04-01,구산,52891,32577,172147,124870,6호선
2020-04-01,구의,153540,139929,560600,542237,2호선
2020-04-01,구파발,142178,108496,479990,452990,3호선
2020-04-01,군자,148690,141024,600945,549660,"5호선,7호선"
2020-04-01,굴포천,61678,63735,203018,211639,7호선
2020-04-01,굽은다리,60516,50602,203679,190462,5호선
2020-04-01,금호,51765,45691,189475,176211,3호선
2020-04-01,길동,40060,41672,169679,177476,5호선
2020-04-01,길음,142186,116738,458285,432361,4호선
2020-04-01,김포공항,8305,15540,133916,129339,5호선
2020-04-01,까치산,237474,197283,695030,657204,5호선
2020-04-01,까치울,56030,45633,174792,166627,7호선
2020-04-01,낙성대,173495,159725,651876,619343,2호선
2020-04-01,남구로,51990,46467,356933,376034,7호선
2020-04-01,남부터미널,52179,76961,642803,661624,3호선
2020-04-01,남성,78586,63248,257917,238410,7호선
2020-04-01,남태령,4328,2881,24766,20608,4호선
2020-04-01,남한산성입구,93264,68059,304666,272117,8호선
2020-04-01,내방,35316,40944,308961,317032,7호선
2020-04-01,노원,156410,226081,917223,1009219,"4호선,7호선"
2020-04-01,녹번,101923,76526,309400,273142,3호선
2020-04-01,녹사평,9911,22455,118750,122754,6호선
2020-04-01,논현,20312,49045,455554,502139,7호선
2020-04-01,단대오거리,64520,54987,237354,224680,8호선
2020-04-01,답십리,110793,86690,365436,333185,5호선
2020-04-01,당고개,85143,64385,298485,276290,4호선
2020-04-01,당산,85304,108739,460403,524283,2호선
2020-04-01,대림,161841,140329,765378,772202,"2호선,7호선"
2020-04-01,대청,46778,39636,207005,188796,3호선
2020-04-01,대치,37359,38926,229793,221061,3호선
2020-04-01,대흥,26606,30569,172302,178592,6호선
2020-04-01,도곡,15090,14638,107999,110459,3호선
2020-04-01,도림천,4939,4150,27155,28541,2호선
2020-04-01,도봉산,79168,64029,217662,267536,7호선
2020-04-01,독립문,28319,26924,163634,173108,3호선
2020-04-01,독바위,22040,18878,65369,71598,6호선
2020-04-01,돌곶이,59070,49544,211505,196416,6호선
2020-04-01,동대문,38659,60391,766140,781761,"1호선,4호선"
2020-04-01,동대문역사문화공원,26898,81190,681489,702280,"2호선,4호선,5호선"
2020-04-01,동대입구,9259,13470,167058,185566,3호선
2020-04-01,동묘앞,27057,37255,431378,444619,"1호선,6호선"
2020-04-01,동작,8831,10815,61630,64315,4호선
2020-04-01,둔촌동,42410,42292,184293,183719,5호선
2020-04-01,디지털미디어시티,70677,60024,295960,316214,6호선
2020-04-01,뚝섬,41222,57936,467642,499256,2호선
2020-04-01,뚝섬유원지,42104,48841,230948,233172,7호선
2020-04-01,마곡,36132,27883,180451,170517,5호선
2020-04-01,마들,95109,72251,272503,255924,7호선
2020-04-01,마장,30288,25450,126885,120399,5호선
2020-04-01,마천,33959,26318,122112,123543,5호선
2020-04-01,마포,48794,56490,306110,315527,5호선
2020-04-01,마포구청,74441,60076,317468,278228,6호선
2020-04-01,망원,52386,75022,335498,368253,6호선
2020-04-01,매봉,24780,27806,243141,233612,3호선
2020-04-01,먹골,70114,61832,242304,233137,7호선
2020-04-01,면목,112475,94662,367889,355427,7호선
2020-04-01,명동,6094,26187,380366,403743,4호선
2020-04-01,명일,58291,55673,179549,184321,5호선
2020-04-01,모란,17193,13361,106523,80860,8호선
2020-04-01,목동,112610,122766,389727,423088,5호선
2020-04-01,몽촌토성,18016,19333,125247,132166,8호선
2020-04-01,무악재,25490,23246,88118,88675,3호선
2020-04-01,문래,70651,76334,460777,472917,2호선
2020-04-01,문정,44375,48059,448888,468557,8호선
2020-04-01,미아,90972,79216,360999,343859,4호선
2020-04-01,미아사거리,172181,169849,673854,652010,4호선
2020-04-01,반포,15920,16449,135800,132325,7호선
2020-04-01,발산,43049,66206,426292,441136,5호선
2020-04-01,방배,45260,55409,370429,380580,2호선
2020-04-01,방이,29328,31693,154757,158256,5호선
2020-04-01,방화,43850,34585,155030,145818,5호선
2020-04-01,버티고개,9726,9717,50012,48241,6호선
2020-04-01,보라매,45416,42720,216786,214689,7호선
2020-04-01,보문,41198,33557,170405,155902,6호선
2020-04-01,복정,58753,48523,230970,198279,8호선
2020-04-01,봉천,171476,139325,575295,527787,2호선
2020-04-01,봉화산,78194,52979,208632,188779,6호선
2020-04-01,부천시청,71397,69658,279744,273825,7호선
2020-04-01,부천종합운동장,30545,20864,105328,91680,7호선
2020-04-01,부평구청,100445,63557,264640,214467,7호선
2020-04-01,불광,113099,116517,496519,534439,"3호선,6호선"
2020-04-01,사가정,97922,96042,377740,374263,7호선
2020-04-01,사당,275030,359539,1462132,1469252,"2호선,4호선"
2020-04-01,산성,34929,29102,125821,123385,8호선
2020-04-01,삼각지,23812,32653,230568,223323,"4호선,6호선"
2020-04-01,삼산체육관,39218,28243,106222,94320,7호선
2020-04-01,삼성,30808,71711,1067783,1092487,2호선
2020-04-01,상계,145543,110287,456520,415356,4호선
2020-04-01,상도,60731,54069,234884,223950,7호선
2020-04-01,상동,64403,71233,295613,303388,7호선
2020-04-01,상봉,103725,96350,407613,382056,7호선
2020-04-01,상수,18409,45784,192699,227535,6호선
2020-04-01,상왕십리,80322,70300,313382,298575,2호선
2020-04-01,상월곡,43140,29865,140541,122785,6호선
2020-04-01,상일동,159891,108029,408235,351380,5호선
2020-04-01,새절,97106,78686,298957,280137,6호선
2020-04-01,서대문,32418,31423,370586,381500,5호선
2020-04-01,서울대입구,262701,281300,1139101,1110422,2호선
2020-04-01,서울역,98343,131229,1161735,1220686,"1호선,4호선"
2020-04-01,서초,30106,30537,450886,443297,2호선
2020-04-01,석계,91210,84697,293013,293470,6호선
2020-04-01,석촌,34234,41868,174468,202107,8호선
2020-04-01,선릉,42484,76661,1233576,1104092,2호선
2020-04-01,성수,47496,73596,733353,809760,2호선
2020-04-01,성신여대입구,84160,102387,469146,446525,4호선
2020-04-01,송정,36602,31874,165915,155066,5호선
2020-04-01,송파,53475,45314,193855,183696,8호선
2020-04-01,수락산,84176,74016,307012,303957,7호선
2020-04-01,수서,59961,67843,356340,361230,3호선
2020-04-01,수유,209878,210270,836513,825336,4호선
2020-04-01,수진,31244,23316,114634,103452,8호선
2020-04-01,숙대입구,35443,47519,293008,289352,4호선
2020-04-01,숭실대입구,72747,67932,267951,267501,7호선
2020-04-01,시청,21272,38736,921619,923103,"1호선,2호선"
2020-04-01,신금호,41294,36496,140003,142094,5호선
2020-04-01,신길,23546,20830,82947,91609,5호선
2020-04-01,신내,0,0,1,0,6호선
2020-04-01,신답,13571,13346,36198,39608,2호선
2020-04-01,신당,72109,88992,500262,516704,"2호선,6호선"
2020-04-01,신대방,185021,153936,638004,608195,2호선
2020-04-01,신대방삼거리,110935,94705,380090,360082,7호선
2020-04-01,신도림,230023,252251,1150548,1132778,2호선
2020-04-01,신림,449092,422695,1563455,1496493,2호선
2020-04-01,신사,24417,90486,679081,726353,3호선
2020-04-01,신설동,41494,47786,412780,405967,"1호선,2호선"
2020-04-01,신용산,20280,36248,332432,348733,4호선
2020-04-01,신정,120012,68353,312231,241456,5호선
2020-04-01,신정네거리,65718,62622,214930,221759,2호선
